[1455042600] LOG ROTATION: DAILY
[1455042600] LOG VERSION: 2.0
[1455042600] CURRENT HOST STATE: Nagios Server;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.04 ms
[1455042600] CURRENT HOST STATE: credr_DW_52.76.17.124;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.42 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_master_52.76.120.118;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.71 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_middle_52.76.193.246;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.60 ms
[1455042600] CURRENT HOST STATE: credr_db_prod_slave_52.76.187.176;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_dev_52.74.244.220;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.63 ms
[1455042600] CURRENT HOST STATE: credr_prod_52.74.247.15;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 0.54 ms
[1455042600] CURRENT HOST STATE: credr_prodsolr_52.74.114.132;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 1.33 ms
[1455042600] CURRENT HOST STATE: credr_stage_52.76.16.57;UP;HARD;1;PING OK - Packet loss = 0%, RTA = 2.12 ms
[1455098338] wproc: NOTIFY job 11731 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455098338] wproc:   host=credr_stage_52.76.16.57; service=Memory; contact=nagiosinfra
[1455098338] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098338] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098338] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098353] SERVICE ALERT: credr_stage_52.76.16.57;Ping Check;OK;HARD;3;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1455098353] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Ping Check;OK;notify-service-by-email;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1455098353] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Ping Check;OK;notify-service-by-email;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1455098353] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Ping Check;OK;notify-service-by-email;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1455098353] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Ping Check;OK;notify-service-by-email;PING OK - Packet loss = 0%, RTA = 0.02 ms
[1455098353] wproc: NOTIFY job 11733 from worker Core Worker 13161 is a non-check helper but exited with return code 2
[1455098353] wproc:   host=credr_stage_52.76.16.57; service=Ping Check; contact=nagiosinfra
[1455098353] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098353] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098353] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098354] SERVICE ALERT: credr_stage_52.76.16.57;Celery Process crmserv;OK;HARD;3;crmserv worker process running: 3
[1455098354] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Process crmserv;OK;notify-service-by-email;crmserv worker process running: 3
[1455098354] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Process crmserv;OK;notify-service-by-email;crmserv worker process running: 3
[1455098354] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Process crmserv;OK;notify-service-by-email;crmserv worker process running: 3
[1455098354] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Process crmserv;OK;notify-service-by-email;crmserv worker process running: 3
[1455098354] wproc: NOTIFY job 11734 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098354] wproc:   host=credr_stage_52.76.16.57; service=Celery Process crmserv; contact=nagiosinfra
[1455098354] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098354] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098354] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098354] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098355] SERVICE ALERT: credr_stage_52.76.16.57;Celery Memory credr-core;OK;HARD;3;Memory used by celery_credrcore process :: 3.25 MB
[1455098355] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Celery Memory credr-core;OK;notify-service-by-email;Memory used by celery_credrcore process :: 3.25 MB
[1455098355] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Celery Memory credr-core;OK;notify-service-by-email;Memory used by celery_credrcore process :: 3.25 MB
[1455098355] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Celery Memory credr-core;OK;notify-service-by-email;Memory used by celery_credrcore process :: 3.25 MB
[1455098355] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Celery Memory credr-core;OK;notify-service-by-email;Memory used by celery_credrcore process :: 3.25 MB
[1455098355] wproc: NOTIFY job 11735 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098355] wproc:   host=credr_stage_52.76.16.57; service=Celery Memory credr-core; contact=nagiosinfra
[1455098355] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098355] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098355] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098381] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;OK;HARD;3;CPU STATISTICS OK : user=39.70% system=11.06%, iowait=0.00%, idle=49.25%, nice=0.00%, steal=0.00%
[1455098381] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;CPU Usage;OK;notify-service-by-email;CPU STATISTICS OK : user=39.70% system=11.06%, iowait=0.00%, idle=49.25%, nice=0.00%, steal=0.00%
[1455098381] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;CPU Usage;OK;notify-service-by-email;CPU STATISTICS OK : user=39.70% system=11.06%, iowait=0.00%, idle=49.25%, nice=0.00%, steal=0.00%
[1455098381] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;CPU Usage;OK;notify-service-by-email;CPU STATISTICS OK : user=39.70% system=11.06%, iowait=0.00%, idle=49.25%, nice=0.00%, steal=0.00%
[1455098381] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;CPU Usage;OK;notify-service-by-email;CPU STATISTICS OK : user=39.70% system=11.06%, iowait=0.00%, idle=49.25%, nice=0.00%, steal=0.00%
[1455098381] wproc: NOTIFY job 11740 from worker Core Worker 13162 is a non-check helper but exited with return code 2
[1455098381] wproc:   host=credr_stage_52.76.16.57; service=CPU Usage; contact=nagiosinfra
[1455098381] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098381] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098381] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098384] SERVICE ALERT: credr_stage_52.76.16.57;SSH;OK;HARD;3;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.6 (protocol 2.0)
[1455098384] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;SSH;OK;notify-service-by-email;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.6 (protocol 2.0)
[1455098384] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;SSH;OK;notify-service-by-email;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.6 (protocol 2.0)
[1455098384] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;SSH;OK;notify-service-by-email;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.6 (protocol 2.0)
[1455098384] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;SSH;OK;notify-service-by-email;SSH OK - OpenSSH_6.6.1p1 Ubuntu-2ubuntu2.6 (protocol 2.0)
[1455098384] wproc: NOTIFY job 11743 from worker Core Worker 13159 is a non-check helper but exited with return code 2
[1455098384] wproc:   host=credr_stage_52.76.16.57; service=SSH; contact=nagiosinfra
[1455098384] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098384] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098384] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098384] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098386] SERVICE ALERT: credr_stage_52.76.16.57;Redis Memory Usage;OK;HARD;3;OK - 489.75kB of memory used.
[1455098386] SERVICE NOTIFICATION: vivek;credr_stage_52.76.16.57;Redis Memory Usage;OK;notify-service-by-email;OK - 489.75kB of memory used.
[1455098386] SERVICE NOTIFICATION: nagiosadmin;credr_stage_52.76.16.57;Redis Memory Usage;OK;notify-service-by-email;OK - 489.75kB of memory used.
[1455098386] SERVICE NOTIFICATION: mohit;credr_stage_52.76.16.57;Redis Memory Usage;OK;notify-service-by-email;OK - 489.75kB of memory used.
[1455098386] SERVICE NOTIFICATION: nagiosinfra;credr_stage_52.76.16.57;Redis Memory Usage;OK;notify-service-by-email;OK - 489.75kB of memory used.
[1455098386] wproc: NOTIFY job 11746 from worker Core Worker 13160 is a non-check helper but exited with return code 2
[1455098386] wproc:   host=credr_stage_52.76.16.57; service=Redis Memory Usage; contact=nagiosinfra
[1455098386] wproc:   early_timeout=0; exited_ok=1; wait_status=512; error_code=0;
[1455098386] wproc:   stderr line 01: Send options without primary recipient specified.
[1455098386] wproc:   stderr line 02: Usage: mail -eiIUdEFntBDNHRV~ -T FILE -u USER -h hops -r address -s SUBJECT -a FILE -q FILE -f FILE -A ACCOUNT -b USERS -c USERS -S OPTION users
[1455098386] wproc:   stderr line 03: /usr/bin/printf: write error: Broken pipe
[1455098439] Auto-save of retention data completed successfully.
[1455102038] Auto-save of retention data completed successfully.
[1455102881] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;WARNING;SOFT;1;CPU STATISTICS WARNING : user=45.69% system=4.06%, iowait=0.51%, idle=49.24%, nice=0.00%, steal=0.51%
[1455102941] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=1.51% system=0.00%, iowait=0.00%, idle=98.49%, nice=0.00%, steal=0.00%
[1455104741] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;WARNING;SOFT;1;CPU STATISTICS WARNING : user=49.25% system=4.02%, iowait=0.00%, idle=46.73%, nice=0.00%, steal=0.00%
[1455104801] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=1.01% system=0.00%, iowait=0.00%, idle=98.99%, nice=0.00%, steal=0.00%
[1455105638] Auto-save of retention data completed successfully.
[1455109239] Auto-save of retention data completed successfully.
[1455112838] Auto-save of retention data completed successfully.
[1455115241] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;WARNING;SOFT;1;CPU STATISTICS WARNING : user=48.24% system=3.52%, iowait=0.00%, idle=47.74%, nice=0.00%, steal=0.50%
[1455115301] SERVICE ALERT: credr_stage_52.76.16.57;CPU Usage;OK;SOFT;2;CPU STATISTICS OK : user=1.00% system=0.50%, iowait=0.00%, idle=98.51%, nice=0.00%, steal=0.00%
[1455116438] Auto-save of retention data completed successfully.
[1455120038] Auto-save of retention data completed successfully.
[1455123638] Auto-save of retention data completed successfully.
[1455127238] Auto-save of retention data completed successfully.
